"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output"
"P-021-2","Closest Value Selection Planner","Platinum","Heaps","Distance from a target is the absolute difference. When values tie in distance, the smaller value is preferred.","Print the K values closest to X in increasing order. Treat all values as part of one ordered scenario.","Line 1: N K X.
Line 2: N space-separated integers.","1 <= K <= N <= 200000
values and X: -10^9 to 10^9","1 1 0
1","1","1 1 0
1","1","4 2 3
1 2 3 4","2 3","4 3 2
1 2 2 3","1 2 2","4 2 1
-5 -1 0 4","-1 0","3 1 25
10 20 30","20","5 4 6
1 3 5 7 9","3 5 7 9","4 3 -1
-10 -3 2 8","-10 -3 2","4 2 0
0 0 0 1","0 0"
"P-021-3","Closest Value Selection Checkpoint","Platinum","Heaps","Distance from a target is the absolute difference. When values tie in distance, the smaller value is preferred.","Print the K values closest to X in increasing order. Report the defined result without extra text.","Line 1: N K X.
Line 2: N space-separated integers.","1 <= K <= N <= 200000
values and X: -10^9 to 10^9","1 1 0
1","1","1 1 0
1","1","4 2 3
1 2 3 4","2 3","4 3 2
1 2 2 3","1 2 2","4 2 1
-5 -1 0 4","-1 0","3 1 25
10 20 30","20","5 4 6
1 3 5 7 9","3 5 7 9","4 3 -1
-10 -3 2 8","-10 -3 2","4 2 0
0 0 0 1","0 0"
"P-021-4","Closest Value Selection Tracker","Platinum","Heaps","Distance from a target is the absolute difference. When values tie in distance, the smaller value is preferred.","Print the K values closest to X in increasing order. Keep the required tie rule unchanged.","Line 1: N K X.
Line 2: N space-separated integers.","1 <= K <= N <= 200000
values and X: -10^9 to 10^9","1 1 0
1","1","1 1 0
1","1","4 2 3
1 2 3 4","2 3","4 3 2
1 2 2 3","1 2 2","4 2 1
-5 -1 0 4","-1 0","3 1 25
10 20 30","20","5 4 6
1 3 5 7 9","3 5 7 9","4 3 -1
-10 -3 2 8","-10 -3 2","4 2 0
0 0 0 1","0 0"
"P-021-5","Closest Value Selection Verifier","Platinum","Heaps","Distance from a target is the absolute difference. When values tie in distance, the smaller value is preferred.","Print the K values closest to X in increasing order. Use the same input and output rules.","Line 1: N K X.
Line 2: N space-separated integers.","1 <= K <= N <= 200000
values and X: -10^9 to 10^9","1 1 0
1","1","1 1 0
1","1","4 2 3
1 2 3 4","2 3","4 3 2
1 2 2 3","1 2 2","4 2 1
-5 -1 0 4","-1 0","3 1 25
10 20 30","20","5 4 6
1 3 5 7 9","3 5 7 9","4 3 -1
-10 -3 2 8","-10 -3 2","4 2 0
0 0 0 1","0 0"
"P-022-1","Maximum Interval Coverage","Platinum","Sweep Line","An interval covers its start but not its end, written [start, end). Intervals that only touch at an endpoint do not overlap.","Print the largest number of intervals covering the same point. Use the stated rule exactly.","Line 1: N.
Next N lines: start end.","1 <= N <= 200000
start < end
coordinates: -10^9 to 10^9","1
1 2","1","1
1 2","1","2
1 3
2 4","2","3
1 5
2 3
4 6","2","2
1 2
2 3","1","3
0 10
1 9
2 8","3","3
5 7
1 6
4 5","2","3
1 4
1 4
1 4","3","5
1 10
2 3
3 4
4 5
5 6","2"
"P-022-2","Maximum Interval Coverage Planner","Platinum","Sweep Line","An interval covers its start but not its end, written [start, end). Intervals that only touch at an endpoint do not overlap.","Print the largest number of intervals covering the same point. Treat all values as part of one ordered scenario.","Line 1: N.
Next N lines: start end.","1 <= N <= 200000
start < end
coordinates: -10^9 to 10^9","1
1 2","1","1
1 2","1","2
1 3
2 4","2","3
1 5
2 3
4 6","2","2
1 2
2 3","1","3
0 10
1 9
2 8","3","3
5 7
1 6
4 5","2","3
1 4
1 4
1 4","3","5
1 10
2 3
3 4
4 5
5 6","2"
"P-022-3","Maximum Interval Coverage Checkpoint","Platinum","Sweep Line","An interval covers its start but not its end, written [start, end). Intervals that only touch at an endpoint do not overlap.","Print the largest number of intervals covering the same point. Report the defined result without extra text.","Line 1: N.
Next N lines: start end.","1 <= N <= 200000
start < end
coordinates: -10^9 to 10^9","1
1 2","1","1
1 2","1","2
1 3
2 4","2","3
1 5
2 3
4 6","2","2
1 2
2 3","1","3
0 10
1 9
2 8","3","3
5 7
1 6
4 5","2","3
1 4
1 4
1 4","3","5
1 10
2 3
3 4
4 5
5 6","2"
"P-022-4","Maximum Interval Coverage Tracker","Platinum","Sweep Line","An interval covers its start but not its end, written [start, end). Intervals that only touch at an endpoint do not overlap.","Print the largest number of intervals covering the same point. Keep the required tie rule unchanged.","Line 1: N.
Next N lines: start end.","1 <= N <= 200000
start < end
coordinates: -10^9 to 10^9","1
1 2","1","1
1 2","1","2
1 3
2 4","2","3
1 5
2 3
4 6","2","2
1 2
2 3","1","3
0 10
1 9
2 8","3","3
5 7
1 6
4 5","2","3
1 4
1 4
1 4","3","5
1 10
2 3
3 4
4 5
5 6","2"
"P-022-5","Maximum Interval Coverage Verifier","Platinum","Sweep Line","An interval covers its start but not its end, written [start, end). Intervals that only touch at an endpoint do not overlap.","Print the largest number of intervals covering the same point. Use the same input and output rules.","Line 1: N.
Next N lines: start end.","1 <= N <= 200000
start < end
coordinates: -10^9 to 10^9","1
1 2","1","1
1 2","1","2
1 3
2 4","2","3
1 5
2 3
4 6","2","2
1 2
2 3","1","3
0 10
1 9
2 8","3","3
5 7
1 6
4 5","2","3
1 4
1 4
1 4","3","5
1 10
2 3
3 4
4 5
5 6","2"
"P-023-1","Minimum Merge Cost","Platinum","Heaps","Merging two files costs the sum of their sizes, and the merged file may be merged again. The total is the sum of all merge costs.","Print the minimum possible total cost to merge all files into one. Use the stated rule exactly.","Line 1: N.
Line 2: N non-negative file sizes.","1 <= N <= 200000
sizes: 0 to 10^9
use 64-bit totals","1
5","0","1
5","0","2
1 2","3","4
1 2 3 4","19","3
10 10 10","50","3
1 100 1000","1202","5
5 4 3 2 1","33","3
0 0 1","1","5
8 3 7 2 6","57"
"P-023-2","Minimum Merge Cost Planner","Platinum","Heaps","Merging two files costs the sum of their sizes, and the merged file may be merged again. The total is the sum of all merge costs.","Print the minimum possible total cost to merge all files into one. Treat all values as part of one ordered scenario.","Line 1: N.
Line 2: N non-negative file sizes.","1 <= N <= 200000
sizes: 0 to 10^9
use 64-bit totals","1
5","0","1
5","0","2
1 2","3","4
1 2 3 4","19","3
10 10 10","50","3
1 100 1000","1202","5
5 4 3 2 1","33","3
0 0 1","1","5
8 3 7 2 6","57"
"P-023-3","Minimum Merge Cost Checkpoint","Platinum","Heaps","Merging two files costs the sum of their sizes, and the merged file may be merged again. The total is the sum of all merge costs.","Print the minimum possible total cost to merge all files into one. Report the defined result without extra text.","Line 1: N.
Line 2: N non-negative file sizes.","1 <= N <= 200000
sizes: 0 to 10^9
use 64-bit totals","1
5","0","1
5","0","2
1 2","3","4
1 2 3 4","19","3
10 10 10","50","3
1 100 1000","1202","5
5 4 3 2 1","33","3
0 0 1","1","5
8 3 7 2 6","57"
"P-023-4","Minimum Merge Cost Tracker","Platinum","Heaps","Merging two files costs the sum of their sizes, and the merged file may be merged again. The total is the sum of all merge costs.","Print the minimum possible total cost to merge all files into one. Keep the required tie rule unchanged.","Line 1: N.
Line 2: N non-negative file sizes.","1 <= N <= 200000
sizes: 0 to 10^9
use 64-bit totals","1
5","0","1
5","0","2
1 2","3","4
1 2 3 4","19","3
10 10 10","50","3
1 100 1000","1202","5
5 4 3 2 1","33","3
0 0 1","1","5
8 3 7 2 6","57"
"P-023-5","Minimum Merge Cost Verifier","Platinum","Heaps","Merging two files costs the sum of their sizes, and the merged file may be merged again. The total is the sum of all merge costs.","Print the minimum possible total cost to merge all files into one. Use the same input and output rules.","Line 1: N.
Line 2: N non-negative file sizes.","1 <= N <= 200000
sizes: 0 to 10^9
use 64-bit totals","1
5","0","1
5","0","2
1 2","3","4
1 2 3 4","19","3
10 10 10","50","3
1 100 1000","1202","5
5 4 3 2 1","33","3
0 0 1","1","5
8 3 7 2 6","57"
"P-024-1","Strict Envelope Chain","Platinum","Dynamic Programming","An item can follow another only when both its width and height are strictly larger. Equal sizes do not fit inside one another.","Print the largest number of items that can form a strict increasing chain. Use the stated rule exactly.","Line 1: N.
Next N lines: width height.","1 <= N <= 200000
width and height: 1 to 10^9","1
1 1","1","1
1 1","1","2
1 1
2 2","2","4
5 4
6 4
6 7
2 3","3","3
1 2
1 3
2 2","1","5
4 5
4 6
6 7
2 3
1 1","4","5
2 100
3 200
4 300
5 500
5 400","4","3
1 1
2 1
3 1","1","4
3 3
2 2
1 1
4 4","4"
"P-024-2","Strict Envelope Chain Planner","Platinum","Dynamic Programming","An item can follow another only when both its width and height are strictly larger. Equal sizes do not fit inside one another.","Print the largest number of items that can form a strict increasing chain. Treat all values as part of one ordered scenario.","Line 1: N.
Next N lines: width height.","1 <= N <= 200000
width and height: 1 to 10^9","1
1 1","1","1
1 1","1","2
1 1
2 2","2","4
5 4
6 4
6 7
2 3","3","3
1 2
1 3
2 2","1","5
4 5
4 6
6 7
2 3
1 1","4","5
2 100
3 200
4 300
5 500
5 400","4","3
1 1
2 1
3 1","1","4
3 3
2 2
1 1
4 4","4"
"P-024-3","Strict Envelope Chain Checkpoint","Platinum","Dynamic Programming","An item can follow another only when both its width and height are strictly larger. Equal sizes do not fit inside one another.","Print the largest number of items that can form a strict increasing chain. Report the defined result without extra text.","Line 1: N.
Next N lines: width height.","1 <= N <= 200000
width and height: 1 to 10^9","1
1 1","1","1
1 1","1","2
1 1
2 2","2","4
5 4
6 4
6 7
2 3","3","3
1 2
1 3
2 2","1","5
4 5
4 6
6 7
2 3
1 1","4","5
2 100
3 200
4 300
5 500
5 400","4","3
1 1
2 1
3 1","1","4
3 3
2 2
1 1
4 4","4"
"P-024-4","Strict Envelope Chain Tracker","Platinum","Dynamic Programming","An item can follow another only when both its width and height are strictly larger. Equal sizes do not fit inside one another.","Print the largest number of items that can form a strict increasing chain. Keep the required tie rule unchanged.","Line 1: N.
Next N lines: width height.","1 <= N <= 200000
width and height: 1 to 10^9","1
1 1","1","1
1 1","1","2
1 1
2 2","2","4
5 4
6 4
6 7
2 3","3","3
1 2
1 3
2 2","1","5
4 5
4 6
6 7
2 3
1 1","4","5
2 100
3 200
4 300
5 500
5 400","4","3
1 1
2 1
3 1","1","4
3 3
2 2
1 1
4 4","4"
"P-024-5","Strict Envelope Chain Verifier","Platinum","Dynamic Programming","An item can follow another only when both its width and height are strictly larger. Equal sizes do not fit inside one another.","Print the largest number of items that can form a strict increasing chain. Use the same input and output rules.","Line 1: N.
Next N lines: width height.","1 <= N <= 200000
width and height: 1 to 10^9","1
1 1","1","1
1 1","1","2
1 1
2 2","2","4
5 4
6 4
6 7
2 3","3","3
1 2
1 3
2 2","1","5
4 5
4 6
6 7
2 3
1 1","4","5
2 100
3 200
4 300
5 500
5 400","4","3
1 1
2 1
3 1","1","4
3 3
2 2
1 1
4 4","4"
"P-025-1","Group All Ones","Platinum","Sliding Window","A swap exchanges any two positions. To group all 1 values together, choose a block as long as the number of 1 values and count how many 0 values are inside it.","Print the minimum swaps needed to make all 1 values consecutive. Use the stated rule exactly.","Line 1: N.
Line 2: N binary integers.","1 <= N <= 200000
values are 0 or 1","1
1","0","1
1","0","1
0","0","3
1 0 1","1","5
1 0 1 0 1","1","3
1 1 1","0","3
0 0 0","0","6
1 0 0 1 0 1","1","7
0 1 0 1 1 0 1","1"
"P-025-2","Group All Ones Planner","Platinum","Sliding Window","A swap exchanges any two positions. To group all 1 values together, choose a block as long as the number of 1 values and count how many 0 values are inside it.","Print the minimum swaps needed to make all 1 values consecutive. Treat all values as part of one ordered scenario.","Line 1: N.
Line 2: N binary integers.","1 <= N <= 200000
values are 0 or 1","1
1","0","1
1","0","1
0","0","3
1 0 1","1","5
1 0 1 0 1","1","3
1 1 1","0","3
0 0 0","0","6
1 0 0 1 0 1","1","7
0 1 0 1 1 0 1","1"
"P-025-3","Group All Ones Checkpoint","Platinum","Sliding Window","A swap exchanges any two positions. To group all 1 values together, choose a block as long as the number of 1 values and count how many 0 values are inside it.","Print the minimum swaps needed to make all 1 values consecutive. Report the defined result without extra text.","Line 1: N.
Line 2: N binary integers.","1 <= N <= 200000
values are 0 or 1","1
1","0","1
1","0","1
0","0","3
1 0 1","1","5
1 0 1 0 1","1","3
1 1 1","0","3
0 0 0","0","6
1 0 0 1 0 1","1","7
0 1 0 1 1 0 1","1"
"P-025-4","Group All Ones Tracker","Platinum","Sliding Window","A swap exchanges any two positions. To group all 1 values together, choose a block as long as the number of 1 values and count how many 0 values are inside it.","Print the minimum swaps needed to make all 1 values consecutive. Keep the required tie rule unchanged.","Line 1: N.
Line 2: N binary integers.","1 <= N <= 200000
values are 0 or 1","1
1","0","1
1","0","1
0","0","3
1 0 1","1","5
1 0 1 0 1","1","3
1 1 1","0","3
0 0 0","0","6
1 0 0 1 0 1","1","7
0 1 0 1 1 0 1","1"
"P-025-5","Group All Ones Verifier","Platinum","Sliding Window","A swap exchanges any two positions. To group all 1 values together, choose a block as long as the number of 1 values and count how many 0 values are inside it.","Print the minimum swaps needed to make all 1 values consecutive. Use the same input and output rules.","Line 1: N.
Line 2: N binary integers.","1 <= N <= 200000
values are 0 or 1","1
1","0","1
1","0","1
0","0","3
1 0 1","1","5
1 0 1 0 1","1","3
1 1 1","0","3
0 0 0","0","6
1 0 0 1 0 1","1","7
0 1 0 1 1 0 1","1"
"P-026-1","Rain Between Bars","Platinum","Two Pointers","Each bar has a non-negative height. Water can sit above a bar only when taller boundaries exist on both sides.","Print the total units of water trapped after rain. Use the stated rule exactly.","Line 1: N.
Line 2: N non-negative bar heights.","1 <= N <= 200000
heights: 0 to 10^9
use 64-bit total","1
0","0","1
0","0","3
1 0 1","1","12
0 1 0 2 1 0 1 3 2 1 2 1","6","6
4 2 0 3 2 5","9","5
3 0 2 0 4","7","3
1 2 3","0","3
3 2 1","0","3
2 0 2","2"
"P-026-2","Rain Between Bars Planner","Platinum","Two Pointers","Each bar has a non-negative height. Water can sit above a bar only when taller boundaries exist on both sides.","Print the total units of water trapped after rain. Treat all values as part of one ordered scenario.","Line 1: N.
Line 2: N non-negative bar heights.","1 <= N <= 200000
heights: 0 to 10^9
use 64-bit total","1
0","0","1
0","0","3
1 0 1","1","12
0 1 0 2 1 0 1 3 2 1 2 1","6","6
4 2 0 3 2 5","9","5
3 0 2 0 4","7","3
1 2 3","0","3
3 2 1","0","3
2 0 2","2"
"P-026-3","Rain Between Bars Checkpoint","Platinum","Two Pointers","Each bar has a non-negative height. Water can sit above a bar only when taller boundaries exist on both sides.","Print the total units of water trapped after rain. Report the defined result without extra text.","Line 1: N.
Line 2: N non-negative bar heights.","1 <= N <= 200000
heights: 0 to 10^9
use 64-bit total","1
0","0","1
0","0","3
1 0 1","1","12
0 1 0 2 1 0 1 3 2 1 2 1","6","6
4 2 0 3 2 5","9","5
3 0 2 0 4","7","3
1 2 3","0","3
3 2 1","0","3
2 0 2","2"
"P-026-4","Rain Between Bars Tracker","Platinum","Two Pointers","Each bar has a non-negative height. Water can sit above a bar only when taller boundaries exist on both sides.","Print the total units of water trapped after rain. Keep the required tie rule unchanged.","Line 1: N.
Line 2: N non-negative bar heights.","1 <= N <= 200000
heights: 0 to 10^9
use 64-bit total","1
0","0","1
0","0","3
1 0 1","1","12
0 1 0 2 1 0 1 3 2 1 2 1","6","6
4 2 0 3 2 5","9","5
3 0 2 0 4","7","3
1 2 3","0","3
3 2 1","0","3
2 0 2","2"
"P-026-5","Rain Between Bars Verifier","Platinum","Two Pointers","Each bar has a non-negative height. Water can sit above a bar only when taller boundaries exist on both sides.","Print the total units of water trapped after rain. Use the same input and output rules.","Line 1: N.
Line 2: N non-negative bar heights.","1 <= N <= 200000
heights: 0 to 10^9
use 64-bit total","1
0","0","1
0","0","3
1 0 1","1","12
0 1 0 2 1 0 1 3 2 1 2 1","6","6
4 2 0 3 2 5","9","5
3 0 2 0 4","7","3
1 2 3","0","3
3 2 1","0","3
2 0 2","2"
"P-027-1","Largest Histogram Rectangle","Platinum","Stacks","A rectangle under a histogram uses consecutive bars and cannot be taller than the shortest bar it covers. Its area is height times number of bars.","Print the largest rectangle area under the histogram. Use the stated rule exactly.","Line 1: N.
Line 2: N non-negative bar heights.","1 <= N <= 200000
heights: 0 to 10^9
use 64-bit area","1
1","1","1
1","1","3
2 1 2","3","6
2 1 5 6 2 3","10","2
2 4","4","7
6 2 5 4 5 1 6","12","4
1 1 1 1","4","4
4 3 2 1","6","4
0 2 0 2","2"
"P-027-2","Largest Histogram Rectangle Planner","Platinum","Stacks","A rectangle under a histogram uses consecutive bars and cannot be taller than the shortest bar it covers. Its area is height times number of bars.","Print the largest rectangle area under the histogram. Treat all values as part of one ordered scenario.","Line 1: N.
Line 2: N non-negative bar heights.","1 <= N <= 200000
heights: 0 to 10^9
use 64-bit area","1
1","1","1
1","1","3
2 1 2","3","6
2 1 5 6 2 3","10","2
2 4","4","7
6 2 5 4 5 1 6","12","4
1 1 1 1","4","4
4 3 2 1","6","4
0 2 0 2","2"
"P-027-3","Largest Histogram Rectangle Checkpoint","Platinum","Stacks","A rectangle under a histogram uses consecutive bars and cannot be taller than the shortest bar it covers. Its area is height times number of bars.","Print the largest rectangle area under the histogram. Report the defined result without extra text.","Line 1: N.
Line 2: N non-negative bar heights.","1 <= N <= 200000
heights: 0 to 10^9
use 64-bit area","1
1","1","1
1","1","3
2 1 2","3","6
2 1 5 6 2 3","10","2
2 4","4","7
6 2 5 4 5 1 6","12","4
1 1 1 1","4","4
4 3 2 1","6","4
0 2 0 2","2"
"P-027-4","Largest Histogram Rectangle Tracker","Platinum","Stacks","A rectangle under a histogram uses consecutive bars and cannot be taller than the shortest bar it covers. Its area is height times number of bars.","Print the largest rectangle area under the histogram. Keep the required tie rule unchanged.","Line 1: N.
Line 2: N non-negative bar heights.","1 <= N <= 200000
heights: 0 to 10^9
use 64-bit area","1
1","1","1
1","1","3
2 1 2","3","6
2 1 5 6 2 3","10","2
2 4","4","7
6 2 5 4 5 1 6","12","4
1 1 1 1","4","4
4 3 2 1","6","4
0 2 0 2","2"
"P-027-5","Largest Histogram Rectangle Verifier","Platinum","Stacks","A rectangle under a histogram uses consecutive bars and cannot be taller than the shortest bar it covers. Its area is height times number of bars.","Print the largest rectangle area under the histogram. Use the same input and output rules.","Line 1: N.
Line 2: N non-negative bar heights.","1 <= N <= 200000
heights: 0 to 10^9
use 64-bit area","1
1","1","1
1","1","3
2 1 2","3","6
2 1 5 6 2 3","10","2
2 4","4","7
6 2 5 4 5 1 6","12","4
1 1 1 1","4","4
4 3 2 1","6","4
0 2 0 2","2"
"P-028-1","Sparse Coordinate Range Marks","Platinum","Coordinate Compression","Only listed coordinates are queried. A range mark adds a value to every listed coordinate lying inside its inclusive endpoints.","After all range marks, print the final values for the listed coordinates in their original order. Use the stated rule exactly.","Line 1: N Q.
Line 2: N distinct coordinates.
Next Q lines: L R D inclusive range mark.","1 <= N,Q <= 200000
coordinates and endpoints: -10^9 to 10^9
D: -10^9 to 10^9","1 1
5
5 5 1","1","1 1
5
5 5 1","1","2 1
1 10
1 10 2","2 2","3 2
1 4 9
1 4 1
4 9 2","1 3 2","4 1
2 3 5 8
3 8 1","0 1 1 1","2 2
0 100
0 0 7
100 100 4","7 4","3 2
1 2 3
1 3 1
2 2 5","1 6 1","3 2
-5 0 5
-5 5 2
0 0 -1","2 1 2","4 2
1 7 20 50
1 20 3
7 50 1","3 4 4 1"
"P-028-2","Sparse Coordinate Range Marks Planner","Platinum","Coordinate Compression","Only listed coordinates are queried. A range mark adds a value to every listed coordinate lying inside its inclusive endpoints.","After all range marks, print the final values for the listed coordinates in their original order. Treat all values as part of one ordered scenario.","Line 1: N Q.
Line 2: N distinct coordinates.
Next Q lines: L R D inclusive range mark.","1 <= N,Q <= 200000
coordinates and endpoints: -10^9 to 10^9
D: -10^9 to 10^9","1 1
5
5 5 1","1","1 1
5
5 5 1","1","2 1
1 10
1 10 2","2 2","3 2
1 4 9
1 4 1
4 9 2","1 3 2","4 1
2 3 5 8
3 8 1","0 1 1 1","2 2
0 100
0 0 7
100 100 4","7 4","3 2
1 2 3
1 3 1
2 2 5","1 6 1","3 2
-5 0 5
-5 5 2
0 0 -1","2 1 2","4 2
1 7 20 50
1 20 3
7 50 1","3 4 4 1"
"P-028-3","Sparse Coordinate Range Marks Checkpoint","Platinum","Coordinate Compression","Only listed coordinates are queried. A range mark adds a value to every listed coordinate lying inside its inclusive endpoints.","After all range marks, print the final values for the listed coordinates in their original order. Report the defined result without extra text.","Line 1: N Q.
Line 2: N distinct coordinates.
Next Q lines: L R D inclusive range mark.","1 <= N,Q <= 200000
coordinates and endpoints: -10^9 to 10^9
D: -10^9 to 10^9","1 1
5
5 5 1","1","1 1
5
5 5 1","1","2 1
1 10
1 10 2","2 2","3 2
1 4 9
1 4 1
4 9 2","1 3 2","4 1
2 3 5 8
3 8 1","0 1 1 1","2 2
0 100
0 0 7
100 100 4","7 4","3 2
1 2 3
1 3 1
2 2 5","1 6 1","3 2
-5 0 5
-5 5 2
0 0 -1","2 1 2","4 2
1 7 20 50
1 20 3
7 50 1","3 4 4 1"
"P-028-4","Sparse Coordinate Range Marks Tracker","Platinum","Coordinate Compression","Only listed coordinates are queried. A range mark adds a value to every listed coordinate lying inside its inclusive endpoints.","After all range marks, print the final values for the listed coordinates in their original order. Keep the required tie rule unchanged.","Line 1: N Q.
Line 2: N distinct coordinates.
Next Q lines: L R D inclusive range mark.","1 <= N,Q <= 200000
coordinates and endpoints: -10^9 to 10^9
D: -10^9 to 10^9","1 1
5
5 5 1","1","1 1
5
5 5 1","1","2 1
1 10
1 10 2","2 2","3 2
1 4 9
1 4 1
4 9 2","1 3 2","4 1
2 3 5 8
3 8 1","0 1 1 1","2 2
0 100
0 0 7
100 100 4","7 4","3 2
1 2 3
1 3 1
2 2 5","1 6 1","3 2
-5 0 5
-5 5 2
0 0 -1","2 1 2","4 2
1 7 20 50
1 20 3
7 50 1","3 4 4 1"
"P-028-5","Sparse Coordinate Range Marks Verifier","Platinum","Coordinate Compression","Only listed coordinates are queried. A range mark adds a value to every listed coordinate lying inside its inclusive endpoints.","After all range marks, print the final values for the listed coordinates in their original order. Use the same input and output rules.","Line 1: N Q.
Line 2: N distinct coordinates.
Next Q lines: L R D inclusive range mark.","1 <= N,Q <= 200000
coordinates and endpoints: -10^9 to 10^9
D: -10^9 to 10^9","1 1
5
5 5 1","1","1 1
5
5 5 1","1","2 1
1 10
1 10 2","2 2","3 2
1 4 9
1 4 1
4 9 2","1 3 2","4 1
2 3 5 8
3 8 1","0 1 1 1","2 2
0 100
0 0 7
100 100 4","7 4","3 2
1 2 3
1 3 1
2 2 5","1 6 1","3 2
-5 0 5
-5 5 2
0 0 -1","2 1 2","4 2
1 7 20 50
1 20 3
7 50 1","3 4 4 1"
"P-029-1","Compatible Feature Subsets","Platinum","Bit Manipulation","A subset chooses any collection of numbered features. An incompatible pair cannot be chosen together, but either feature may be chosen by itself.","Count the subsets containing no incompatible pair. Use the stated rule exactly.","Line 1: M Q.
Next Q lines: two incompatible feature indices.","1 <= M <= 20
0 <= Q <= 100
feature indices: 0 to M-1","1 0
","2","1 0
","2","2 1
0 1","3","3 1
0 1","6","3 2
0 1
1 2","5","4 2
0 1
2 3","9","4 0
","16","3 3
0 1
0 2
1 2","4","5 3
0 1
1 2
3 4","15"
"P-029-2","Compatible Feature Subsets Planner","Platinum","Bit Manipulation","A subset chooses any collection of numbered features. An incompatible pair cannot be chosen together, but either feature may be chosen by itself.","Count the subsets containing no incompatible pair. Treat all values as part of one ordered scenario.","Line 1: M Q.
Next Q lines: two incompatible feature indices.","1 <= M <= 20
0 <= Q <= 100
feature indices: 0 to M-1","1 0
","2","1 0
","2","2 1
0 1","3","3 1
0 1","6","3 2
0 1
1 2","5","4 2
0 1
2 3","9","4 0
","16","3 3
0 1
0 2
1 2","4","5 3
0 1
1 2
3 4","15"
"P-029-3","Compatible Feature Subsets Checkpoint","Platinum","Bit Manipulation","A subset chooses any collection of numbered features. An incompatible pair cannot be chosen together, but either feature may be chosen by itself.","Count the subsets containing no incompatible pair. Report the defined result without extra text.","Line 1: M Q.
Next Q lines: two incompatible feature indices.","1 <= M <= 20
0 <= Q <= 100
feature indices: 0 to M-1","1 0
","2","1 0
","2","2 1
0 1","3","3 1
0 1","6","3 2
0 1
1 2","5","4 2
0 1
2 3","9","4 0
","16","3 3
0 1
0 2
1 2","4","5 3
0 1
1 2
3 4","15"
"P-029-4","Compatible Feature Subsets Tracker","Platinum","Bit Manipulation","A subset chooses any collection of numbered features. An incompatible pair cannot be chosen together, but either feature may be chosen by itself.","Count the subsets containing no incompatible pair. Keep the required tie rule unchanged.","Line 1: M Q.
Next Q lines: two incompatible feature indices.","1 <= M <= 20
0 <= Q <= 100
feature indices: 0 to M-1","1 0
","2","1 0
","2","2 1
0 1","3","3 1
0 1","6","3 2
0 1
1 2","5","4 2
0 1
2 3","9","4 0
","16","3 3
0 1
0 2
1 2","4","5 3
0 1
1 2
3 4","15"
"P-029-5","Compatible Feature Subsets Verifier","Platinum","Bit Manipulation","A subset chooses any collection of numbered features. An incompatible pair cannot be chosen together, but either feature may be chosen by itself.","Count the subsets containing no incompatible pair. Use the same input and output rules.","Line 1: M Q.
Next Q lines: two incompatible feature indices.","1 <= M <= 20
0 <= Q <= 100
feature indices: 0 to M-1","1 0
","2","1 0
","2","2 1
0 1","3","3 1
0 1","6","3 2
0 1
1 2","5","4 2
0 1
2 3","9","4 0
","16","3 3
0 1
0 2
1 2","4","5 3
0 1
1 2
3 4","15"
"P-030-1","Target XOR Subarray Count","Platinum","Hash Maps","XOR combines bits and cancels equal values: x XOR x is 0. A subarray is a consecutive non-empty part of the array.","Count subarrays whose XOR is exactly K. Use the stated rule exactly.","Line 1: N K.
Line 2: N non-negative integers.","1 <= N <= 200000
values and K: 0 to 2^30 - 1
count may require 64-bit","1 1
1","1","1 1
1","1","3 0
1 2 3","1","5 6
4 2 2 6 4","4","3 0
0 0 0","6","3 5
5 5 5","4","4 0
1 1 1 1","4","5 6
3 8 2 6 4","1","4 7
7 7 7 7","6"
"P-030-2","Target XOR Subarray Count Planner","Platinum","Hash Maps","XOR combines bits and cancels equal values: x XOR x is 0. A subarray is a consecutive non-empty part of the array.","Count subarrays whose XOR is exactly K. Treat all values as part of one ordered scenario.","Line 1: N K.
Line 2: N non-negative integers.","1 <= N <= 200000
values and K: 0 to 2^30 - 1
count may require 64-bit","1 1
1","1","1 1
1","1","3 0
1 2 3","1","5 6
4 2 2 6 4","4","3 0
0 0 0","6","3 5
5 5 5","4","4 0
1 1 1 1","4","5 6
3 8 2 6 4","1","4 7
7 7 7 7","6"
"P-030-3","Target XOR Subarray Count Checkpoint","Platinum","Hash Maps","XOR combines bits and cancels equal values: x XOR x is 0. A subarray is a consecutive non-empty part of the array.","Count subarrays whose XOR is exactly K. Report the defined result without extra text.","Line 1: N K.
Line 2: N non-negative integers.","1 <= N <= 200000
values and K: 0 to 2^30 - 1
count may require 64-bit","1 1
1","1","1 1
1","1","3 0
1 2 3","1","5 6
4 2 2 6 4","4","3 0
0 0 0","6","3 5
5 5 5","4","4 0
1 1 1 1","4","5 6
3 8 2 6 4","1","4 7
7 7 7 7","6"
