"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output"
"B-024-4","Warehouse Stock Level","Bronze","Simulation","Changes are applied one after another, positive values adding stock and negative values removing it. Stock cannot go negative: if a removal exceeds what is present, the count is clamped to zero and the shortfall is not carried forward.","Read a starting inventory count and N changes. Apply them in order, clamping the inventory to a minimum of 0 after each change. Print the final inventory count.","Line 1: the starting inventory and N (space-separated).
Line 2: N space-separated integers.","starting inventory: 0-1000000
N: 1-100
changes: -1000000 to 1000000","20 4
10 -5 -40 7","7","20 4
10 -5 -40 7","7","0 1
0","0","0 1
-100","0","50 3
-10 -10 -10","20","0 3
5 5 5","15","1000000 2
-999999 -2","0","3 6
-1 1 -1 1 -1 1","3","10 4
-20 5 -20 5","5"
"B-024-5","Fuel Remaining","Bronze","Simulation","Operations are applied in sequence, positive values refuelling and negative values burning fuel. The tank can never hold less than zero: a burn larger than the remaining fuel empties the tank rather than creating a negative reading.","Read a starting fuel amount and N operations. Apply them in order, clamping fuel to a minimum of 0 after each one. Print the remaining fuel level.","Line 1: the starting fuel and N (space-separated).
Line 2: N space-separated integers.","starting fuel: 0-1000000
N: 1-100
operations: -1000000 to 1000000","80 4
-30 -60 40 -10","30","80 4
-30 -60 40 -10","30","0 1
0","0","0 1
-1","0","100 3
-50 -50 -50","0","0 3
25 25 25","75","1000000 2
-1000000 1","1","10 6
-3 -3 -3 -3 3 3","6","5 4
-10 10 -10 10","10"
"B-025-1","Sort by the Given Order","Bronze","Sorting","Instead of the usual numeric order, a custom order is supplied as a list naming every distinct value exactly once. A value's rank is its position in that list, so the first listed value comes first in the output. Duplicates in the array simply group together.","Read N integers and an ordering list P containing each distinct value exactly once. Reorder the array so its elements follow the order given by P, and print the result.","Line 1: N.
Line 2: N space-separated integers.
Line 3: M, the length of P.
Line 4: M space-separated integers.","N: 1-100
M: 1-100
P contains every distinct value of the array exactly once","5
3 1 2 1 3
3
3 2 1","3 3 2 1 1","5
3 1 2 1 3
3
3 2 1","3 3 2 1 1","1
7
1
7","7","4
1 1 1 1
1
1","1 1 1 1","4
1 2 3 4
4
4 3 2 1","4 3 2 1","6
5 5 9 9 1 1
3
1 5 9","1 1 5 5 9 9","3
-1 0 1
3
0 1 -1","0 1 -1","8
2 1 2 1 2 1 2 1
2
2 1","2 2 2 2 1 1 1 1","5
10 20 30 40 50
5
10 20 30 40 50","10 20 30 40 50"
"B-025-2","Sort by an Alien Alphabet","Bronze","Sorting","Words are compared letter by letter as usual, but letter order comes from a supplied permutation of the alphabet rather than a-to-z. Whichever letter appears earlier in that permutation is considered smaller. If one word is a prefix of another, the shorter word comes first.","Read N lowercase words and a custom alphabet (a permutation of the 26 letters). Sort the words by that alphabet's lexicographic order and print them.","Line 1: N.
Line 2: N space-separated lowercase words.
Line 3: a 26-letter permutation of the alphabet.","N: 1-100
words: 1-20 lowercase letters
alphabet line is always a permutation of all 26 letters","4
banana apple cherry date
zyxwvutsrqponmlkjihgfedcba","date cherry banana apple","4
banana apple cherry date
zyxwvutsrqponmlkjihgfedcba","date cherry banana apple","1
solo
abcdefghijklmnopqrstuvwxyz","solo","3
a ab abc
abcdefghijklmnopqrstuvwxyz","a ab abc","3
abc ab a
abcdefghijklmnopqrstuvwxyz","a ab abc","4
bb ba ab aa
abcdefghijklmnopqrstuvwxyz","aa ab ba bb","4
bb ba ab aa
bacdefghijklmnopqrstuvwxyz","bb ba ab aa","5
zz yy xx ww vv
zyxwvutsrqponmlkjihgfedcba","zz yy xx ww vv","2
same same
abcdefghijklmnopqrstuvwxyz","same same"
"B-025-3","Sort Names by Length","Bronze","Sorting","Names are ordered by how many characters they contain, either shortest first (ASC) or longest first (DESC). The sort is stable, meaning names of equal length keep the relative order they had in the input, and this applies in both directions.","Read N names and a direction token (ASC or DESC). Sort the names by length in that direction, keeping the original relative order among names of equal length. Print the sorted names.","Line 1: N.
Line 2: N space-separated names.
Line 3: ASC or DESC.","N: 1-100
names: 1-20 letters","5
anna bob christopher di edward
ASC","di bob anna edward christopher","5
anna bob christopher di edward
ASC","di bob anna edward christopher","1
solo
ASC","solo","1
solo
DESC","solo","4
ab cd ef gh
ASC","ab cd ef gh","4
ab cd ef gh
DESC","ab cd ef gh","5
a bb ccc dddd eeeee
DESC","eeeee dddd ccc bb a","6
zz aa yy bb xx cc
ASC","zz aa yy bb xx cc","3
long longer longest
DESC","longest longer long"
"B-025-4","Sort by First-Letter Priority","Bronze","Sorting","Only the very first character of each code matters. A priority string lists characters in the order they should rank, so a code beginning with the earliest-listed character comes first. The sort is stable, so codes sharing a first character keep their input order.","Read N product codes and a priority string listing characters in rank order. Sort the codes by the rank of their first character, keeping the input order among ties. Print the sorted list.","Line 1: N.
Line 2: N space-separated codes.
Line 3: the priority string.","N: 1-100
codes: 1-20 characters, non-empty
the priority string contains every possible first character exactly once","5
x1 a2 m3 a9 x7
max","m3 a2 a9 x1 x7","5
x1 a2 m3 a9 x7
max","m3 a2 a9 x1 x7","1
z9
z","z9","3
ab ba ca
abc","ab ba ca","3
ab ba ca
cba","ca ba ab","4
aa ab ac ad
abcd","aa ab ac ad","6
b1 a1 b2 a2 b3 a3
ba","b1 b2 b3 a1 a2 a3","4
z1 y1 x1 w1
wxyz","w1 x1 y1 z1","5
q1 q2 q3 q4 q5
q","q1 q2 q3 q4 q5"
"B-025-5","Reorder to the Standard Ranking","Bronze","Sorting","A ranked list defines the official order of the colour names. Each colour's rank is its position in that list, and the input sequence is rearranged to follow it. Repeated colours simply group together at their rank.","Read N colour names and a ranked list defining the standard order. Reorder the input colours to follow that ranking exactly and print the reordered list.","Line 1: N.
Line 2: N space-separated colour names.
Line 3: M, the length of the ranked list.
Line 4: M space-separated colour names.","N: 1-100
M: 1-100
the ranked list contains every colour appearing in the input","5
blue red green red blue
3
red green blue","red red green blue blue","5
blue red green red blue
3
red green blue","red red green blue blue","1
red
1
red","red","4
red red red red
1
red","red red red red","3
a b c
3
c b a","c b a","6
x y z x y z
3
z y x","z z y y x x","4
p q r s
4
p q r s","p q r s","8
b a b a b a b a
2
a b","a a a a b b b b","5
one two three four five
5
five four three two one","five four three two one"
"B-026-1","Build an Arithmetic Run","Bronze","Loops","An arithmetic sequence starts at some value and adds a fixed step to get each following term. With start 2 and step 3 the terms run 2, 5, 8, 11 and so on. The step may be zero (every term identical) or negative (the sequence counts down).","Read three integers N, S and D. Build a sequence of length N whose i-th term (1-based) equals S + (i-1) x D, and print the N integers separated by spaces.","Line 1: N, S, D (space-separated).","N: 1-100
S: -10000 to 10000
D: -1000 to 1000","5 2 3","2 5 8 11 14","5 2 3","2 5 8 11 14","1 7 100","7","3 0 0","0 0 0","4 10 -3","10 7 4 1","6 -5 5","-5 0 5 10 15 20","2 10000 1000","10000 11000","8 0 -1","0 -1 -2 -3 -4 -5 -6 -7","10 1 1","1 2 3 4 5 6 7 8 9 10"
"B-026-2","Alternate Two Values","Bronze","Loops","The sequence flips back and forth between two values based on position, with positions counted from 1. Odd positions take X and even positions take Y, so the pattern reads X, Y, X, Y and so on. The two values may be equal.","Read three integers N, X and Y. Build a sequence of length N where the i-th element (1-based) is X when i is odd and Y when i is even. Print the N values.","Line 1: N, X, Y (space-separated).","N: 1-100
X, Y: -10000 to 10000
positions are 1-based","5 1 2","1 2 1 2 1","5 1 2","1 2 1 2 1","1 9 4","9","2 9 4","9 4","4 0 0","0 0 0 0","6 -1 1","-1 1 -1 1 -1 1","3 10000 -10000","10000 -10000 10000","8 7 7","7 7 7 7 7 7 7 7","7 1 2","1 2 1 2 1 2 1"
"B-026-3","Repeat the Pattern","Bronze","Loops","A short pattern is tiled over and over until the required length is reached. When the pattern runs out it starts again from its first element. The final repetition may be cut off partway if N is not a multiple of the pattern length.","Read integers N and K followed by K pattern values. Build a sequence of length N by repeating the pattern, and print the N numbers.","Line 1: N, K (space-separated).
Line 2: K space-separated integers.","N: 1-100
K: 1-20
pattern values: -10000 to 10000","7 3
1 2 3","1 2 3 1 2 3 1","7 3
1 2 3","1 2 3 1 2 3 1","1 1
5","5","1 3
1 2 3","1","6 3
1 2 3","1 2 3 1 2 3","5 1
9","9 9 9 9 9","8 4
-1 0 1 0","-1 0 1 0 -1 0 1 0","10 3
10000 -10000 0","10000 -10000 0 10000 -10000 0 10000 -10000 0 10000","4 5
1 2 3 4 5","1 2 3 4"
"B-026-4","Pronic Numbers","Bronze","Loops","Each term multiplies a counter by the next number up, so term 1 is 1 x 2 = 2, term 2 is 2 x 3 = 6, and term 3 is 3 x 4 = 12. These are sometimes called pronic or oblong numbers. The counter always starts at 1.","Read an integer N and build the sequence whose i-th term equals i x (i+1) for i from 1 to N. Print the N values in order.","Line 1: N.","N: 1-100","5","2 6 12 20 30","5","2 6 12 20 30","1","2","2","2 6","3","2 6 12","10","2 6 12 20 30 42 56 72 90 110","7","2 6 12 20 30 42 56","20","2 6 12 20 30 42 56 72 90 110 132 156 182 210 240 272 306 342 380 420","4","2 6 12 20"
"B-026-5","Staircase Sequence","Bronze","Loops","The sequence holds a value steady for R positions, then jumps by D, holds for another R positions, and so on, producing a staircase. With R = 2, start 5 and step 3 the terms run 5, 5, 8, 8, 11, 11. The final step may be incomplete.","Read integers N, R, S and D. Build a sequence of length N whose i-th term (1-based) equals S + floor((i-1)/R) x D, so the value increases by D every R positions. Print the N integers.","Line 1: N, R, S, D (space-separated).","N: 1-100
R: 1-100
S: -10000 to 10000
D: -1000 to 1000","6 2 5 3","5 5 8 8 11 11","6 2 5 3","5 5 8 8 11 11","1 1 7 9","7","5 1 0 1","0 1 2 3 4","5 10 4 100","4 4 4 4 4","7 3 0 -2","0 0 0 -2 -2 -2 -4","4 2 -10000 1000","-10000 -10000 -9000 -9000","9 3 1 1","1 1 1 2 2 2 3 3 3","8 4 0 0","0 0 0 0 0 0 0 0"
"B-027-1","Running Total","Bronze","Loops","A running sum reports the total so far at every step rather than just the final answer. For [1, 2, 3] the running sums are 1, then 1+2 = 3, then 1+2+3 = 6. The output always has exactly as many numbers as the input.","Read N integers and print the running sum after each element: the total of the first i elements, for i from 1 to N.","Line 1: N.
Line 2: N space-separated integers.","N: 1-100
values: -10000 to 10000","5
1 2 3 4 5","1 3 6 10 15","5
1 2 3 4 5","1 3 6 10 15","1
0","0","1
-7","-7","4
-1 -1 -1 -1","-1 -2 -3 -4","4
5 -5 5 -5","5 0 5 0","6
10000 10000 10000 -10000 -10000 -10000","10000 20000 30000 20000 10000 0","8
0 0 0 0 0 0 0 1","0 0 0 0 0 0 0 1","3
-10000 20000 -10000","-10000 10000 0"
"B-027-2","Best So Far","Bronze","Loops","A running maximum reports the highest value seen up to each point. Once a new record appears the reported value rises and then never falls again, so the output is always nondecreasing. For [3, 1, 5] the running maxima are 3, 3, 5.","Read N game scores and print, for every prefix, the maximum score seen so far.","Line 1: N.
Line 2: N space-separated integers.","N: 1-100
scores: -10000 to 10000","5
3 1 5 2 9","3 3 5 5 9","5
3 1 5 2 9","3 3 5 5 9","1
0","0","1
-7","-7","4
4 3 2 1","4 4 4 4","4
1 2 3 4","1 2 3 4","6
-1 -2 -3 -4 -5 -6","-1 -1 -1 -1 -1 -1","8
5 5 5 5 5 5 5 5","5 5 5 5 5 5 5 5","3
-10000 0 10000","-10000 0 10000"
"B-027-3","Running Parity","Bronze","Loops","Parity records whether a running total is even (0) or odd (1). Each new 1 flips the parity and each 0 leaves it unchanged. For [1, 1, 0] the parities run 1, 0, 0.","Read N binary values and print, for every prefix, the parity of the sum so far (that is, the running total modulo 2).","Line 1: N.
Line 2: N space-separated bits, each 0 or 1.","N: 1-100
bits: 0 or 1","5
1 1 0 1 0","1 0 0 1 1","5
1 1 0 1 0","1 0 0 1 1","1
0","0","1
1","1","4
1 1 1 1","1 0 1 0","4
0 0 0 0","0 0 0 0","6
1 0 1 0 1 0","1 1 0 0 1 1","8
0 0 0 0 0 0 0 1","0 0 0 0 0 0 0 1","3
1 1 1","1 0 1"
"B-027-4","Running Divisible Count","Bronze","Loops","At every step the output reports how many elements so far are divisible by K, that is, leave no remainder when divided by K. The count never decreases as more elements are read. Zero is divisible by every K.","Read an integer K and N values. For every prefix, print how many of the first i elements are divisible by K.","Line 1: N, K (space-separated).
Line 2: N space-separated integers.","N: 1-100
K: 1-1000
values: -10000 to 10000","5 3
3 4 9 10 12","1 1 2 2 3","5 3
3 4 9 10 12","1 1 2 2 3","1 1
7","1","1 5
7","0","4 2
1 3 5 7","0 0 0 0","4 2
2 4 6 8","1 2 3 4","6 7
0 7 -7 1 14 2","1 2 3 3 4 4","8 1000
1000 1 2000 2 -1000 3 0 4","1 1 2 2 3 3 4 4","3 4
-4 -8 5","1 2 2"
"B-027-5","Running Above-Threshold Count","Bronze","Loops","At every step the output reports how many elements so far are strictly greater than T, so a value exactly equal to T is never counted. The count never decreases as more elements arrive.","Read a threshold T and N values. For every prefix, print how many of the first i elements are strictly greater than T.","Line 1: N, T (space-separated).
Line 2: N space-separated integers.","N: 1-100
T: -10000 to 10000
values: -10000 to 10000","5 4
1 5 4 9 2","0 1 1 2 2","5 4
1 5 4 9 2","0 1 1 2 2","1 0
0","0","1 0
1","1","4 10
1 2 3 4","0 0 0 0","4 0
1 2 3 4","1 2 3 4","6 -1
-2 -1 0 -3 5 -1","0 0 1 1 2 2","8 5
5 5 5 5 5 5 5 6","0 0 0 0 0 0 0 1","3 -10000
-10000 0 10000","0 1 2"
"B-028-1","Title Case the Line","Bronze","Strings","The line is split into tokens wherever spaces occur, and runs of several spaces act as a single divider. Each token then has its first character made uppercase and every other letter made lowercase. Punctuation stays attached to whatever token it sits in, and tokens are rejoined with exactly one space.","Read a line of text whose tokens are separated by one or more spaces. Capitalise the first character of each token and lowercase the rest, then print the tokens joined by single spaces.","Line 1: the text line.","line length: 1-200
tokens are separated by one or more spaces
no leading or trailing spaces","hello WORLD foo","Hello World Foo","hello WORLD foo","Hello World Foo","a","A","A","A","hello    world","Hello World","MIXED case HeRe","Mixed Case Here","one two three four five","One Two Three Four Five","don't stop! now?","Don't Stop! Now?","x1 y2 z3","X1 Y2 Z3"
"B-028-2","Reverse Each Token","Bronze","Strings","The line is split into tokens on spaces, treating several spaces in a row as one divider. Each token's characters are then written back to front, but the tokens themselves stay in their original order. Punctuation travels with its token and gets reversed along with it.","Read a line of text whose tokens are separated by one or more spaces. Reverse the characters of each token independently, then print the tokens joined by single spaces.","Line 1: the text line.","line length: 1-200
tokens are separated by one or more spaces
no leading or trailing spaces","abc def ghi","cba fed ihg","abc def ghi","cba fed ihg","a","a","racecar","racecar","hello    world","olleh dlrow","one two three","eno owt eerht","ab! cd? ef.","!ba ?dc .fe","12 345 6789","21 543 9876","level noon civic","level noon civic"
"B-028-3","Swap a Word","Bronze","Strings","Only tokens that match A exactly and completely are replaced, and the comparison is case-sensitive so 'Cat' does not match 'cat'. A token that merely contains A as part of a longer word is left alone. Several spaces in a row count as a single divider.","Read a line of text and two words A and B. Replace every token exactly equal to A with B (case-sensitive), leave other tokens unchanged, and print the tokens joined by single spaces.","Line 1: the text line.
Line 2: A and B, separated by a space.","line length: 1-200
A and B: 1-20 characters, no spaces
tokens are separated by one or more spaces
no leading or trailing spaces","the cat sat on the cat
cat dog","the dog sat on the dog","the cat sat on the cat
cat dog","the dog sat on the dog","a
a b","b","a
b c","a","cat Cat CAT
cat dog","dog Cat CAT","catalog cat cats
cat dog","catalog dog cats","x    x    x
x y","y y y","one two three
four five","one two three","aa aa aa aa
aa bb","bb bb bb bb"
"B-028-4","Number the Tokens","Bronze","Strings","Each token gets an underscore and its position appended, with positions counted from 1. So the first token becomes token_1, the second token_2, and so on. Multiple spaces act as a single divider, so they do not create empty tokens or skip numbers.","Read a line of text whose tokens are separated by one or more spaces. Append _k to each token, where k is its 1-based position, then print the tokens joined by single spaces.","Line 1: the text line.","line length: 1-200
tokens are separated by one or more spaces
no leading or trailing spaces","alpha beta gamma","alpha_1 beta_2 gamma_3","alpha beta gamma","alpha_1 beta_2 gamma_3","a","a_1","one    two","one_1 two_2","x y z w","x_1 y_2 z_3 w_4","hello, world!","hello,_1 world!_2","a a a a a","a_1 a_2 a_3 a_4 a_5","1 2 3","1_1 2_2 3_3","only","only_1"
"B-028-5","Shout the Line","Bronze","Strings","Every letter is converted to uppercase while digits and punctuation are unaffected. The line is split on spaces with runs of spaces treated as one divider, and the tokens are rejoined with exactly one space between them.","Read a line of text whose tokens are separated by one or more spaces. Convert every token to uppercase, then print the tokens joined by single spaces.","Line 1: the text line.","line length: 1-200
tokens are separated by one or more spaces
no leading or trailing spaces","hello world","HELLO WORLD","hello world","HELLO WORLD","a","A","A","A","hello    world","HELLO WORLD","MiXeD cAsE","MIXED CASE","abc, def! ghi?","ABC, DEF! GHI?","123 456","123 456","one two three four","ONE TWO THREE FOUR"
"B-029-1","First Circular Twin","Bronze","Arrays","The array is treated as a closed ring, so the element after the last one is the first one again. Indices start at 0. The search looks for the earliest position whose neighbour on the ring holds the same value, which includes the wraparound pair of last-and-first.","Read N integers treated as a circular array. Print the smallest 0-based index i such that a[i] equals a[(i+1) mod N], or -1 if no such index exists.","Line 1: N.
Line 2: N space-separated integers.","N: 1-100
indices are 0-based
values: -10000 to 10000","5
1 2 2 3 4","1","5
1 2 2 3 4","1","1
7","0","2
5 5","0","2
5 6","-1","4
1 2 3 1","3","4
7 1 2 7","3","6
1 2 3 4 5 6","-1","3
9 9 9","0"
"B-029-2","Count the Circular Climbs","Bronze","Arrays","Every position is compared with the position K steps ahead of it, wrapping around the end of the array back to the start. Indices start at 0. The answer counts how many of those comparisons find the value ahead to be strictly larger.","Read N integers and an offset K. Print how many indices i satisfy a[(i+K) mod N] > a[i].","Line 1: N, K (space-separated).
Line 2: N space-separated integers.","N: 1-100
K: 0 to N-1
indices are 0-based
values: -10000 to 10000","5 1
1 3 2 5 4","2","5 1
1 3 2 5 4","2","1 0
7","0","4 0
1 2 3 4","0","2 1
1 2","1","4 2
1 2 3 4","2","6 3
1 1 1 2 2 2","3","8 1
1 2 3 4 5 6 7 8","7","3 1
5 5 5","0"
"B-029-3","Read the Ring","Bronze","Strings","The string is arranged in a circle so that after the last character comes the first again. Starting at position P (counted from 0) and walking forward one step at a time, exactly N characters are read, which produces a rotation of the original string.","Read a string of length N and a start position P. Print the N characters obtained by walking forward from P with wraparound.","Line 1: the string S.
Line 2: P.","length of S: 1-100
P: 0 to N-1
positions are 0-based","abcde
2","cdeab","abcde
2","cdeab","a
0","a","ab
0","ab","ab
1","ba","abcd
3","dabc","aaaa
2","aaaa","byteblitz
4","blitzbyte","xyz
1","yzx"
"B-029-4","Find a Circular Peak","Bronze","Arrays","The array wraps into a ring, so the first element's left neighbour is the last element and vice versa. A peak is strictly greater than BOTH of its ring neighbours. Indices start at 0, and when several peaks exist the smallest index is reported.","Read N integers treated as a circular array. Print the smallest 0-based index i where a[i] is strictly greater than both a[(i-1) mod N] and a[(i+1) mod N], or -1 if no such index exists.","Line 1: N.
Line 2: N space-separated integers.","N: 1-100
indices are 0-based
values: -10000 to 10000","5
1 4 2 5 3","1","5
1 4 2 5 3","1","1
7","-1","2
5 5","-1","2
9 1","0","4
1 1 1 1","-1","4
1 2 3 4","3","6
3 1 3 1 3 1","0","3
5 5 5","-1"
"B-029-5","Pair Each with Its Jump","Bronze","Arrays","Every element is paired with whatever sits K steps ahead of it on the ring, wrapping past the end back to the start. Indices start at 0 and one pair is produced for each position. Pairs are written with no spaces inside the brackets.","Read N integers and a jump K. Print the N pairs (a[i], a[(i+K) mod N]) for i from 0 to N-1, each written as (x,y) with no internal spaces, separated by single spaces.","Line 1: N, K (space-separated).
Line 2: N space-separated integers.","N: 1-100
K: 0 to N-1
indices are 0-based
values: -10000 to 10000","4 1
1 2 3 4","(1,2) (2,3) (3,4) (4,1)","4 1
1 2 3 4","(1,2) (2,3) (3,4) (4,1)","1 0
7","(7,7)","3 0
1 2 3","(1,1) (2,2) (3,3)","2 1
5 6","(5,6) (6,5)","4 2
1 2 3 4","(1,3) (2,4) (3,1) (4,2)","5 4
1 2 3 4 5","(1,5) (2,1) (3,2) (4,3) (5,4)","6 3
0 0 0 1 1 1","(0,1) (0,1) (0,1) (1,0) (1,0) (1,0)","3 2
-1 0 1","(-1,1) (0,-1) (1,0)"
"B-030-1","Add Two Arrays","Bronze","Arrays","Two arrays of the same length are combined position by position: the first element of one is added to the first element of the other, the second to the second, and so on. No element is ever combined with one at a different position.","Read two arrays A and B of N integers each and print the array C where C[i] = A[i] + B[i].","Line 1: N.
Line 2: N space-separated integers (array A).
Line 3: N space-separated integers (array B).","N: 1-100
values: -10000 to 10000","4
1 2 3 4
10 20 30 40","11 22 33 44","4
1 2 3 4
10 20 30 40","11 22 33 44","1
0
0","0","1
-5
5","0","3
1 1 1
-1 -1 -1","0 0 0","4
10000 10000 10000 10000
10000 10000 10000 10000","20000 20000 20000 20000","5
-1 -2 -3 -4 -5
1 2 3 4 5","0 0 0 0 0","8
0 0 0 0 0 0 0 0
1 2 3 4 5 6 7 8","1 2 3 4 5 6 7 8","2
-10000 10000
-10000 10000","-20000 20000"
"B-030-2","Subtract Two Readings","Bronze","Arrays","Two equal-length sequences are combined position by position, subtracting the second from the first at each index. Order matters here, since subtraction is not symmetric: 3 minus 5 is -2, not 2.","Read two sequences T and U of N integers each and print the sequence D where D[i] = T[i] - U[i].","Line 1: N.
Line 2: N space-separated integers (sequence T).
Line 3: N space-separated integers (sequence U).","N: 1-100
values: -10000 to 10000","4
10 20 30 40
1 2 3 4","9 18 27 36","4
10 20 30 40
1 2 3 4","9 18 27 36","1
0
0","0","1
3
5","-2","3
1 1 1
1 1 1","0 0 0","4
-10000 -10000 10000 10000
10000 -10000 -10000 10000","-20000 0 20000 0","5
0 0 0 0 0
1 -1 2 -2 3","-1 1 -2 2 -3","8
1 2 3 4 5 6 7 8
8 7 6 5 4 3 2 1","-7 -5 -3 -1 1 3 5 7","2
-5 5
5 -5","-10 10"
"B-030-3","Match Mask","Bronze","Strings","Two strings of equal length are compared one character position at a time. Each position produces a single digit: 1 when the two characters are identical and 0 when they differ. The comparison is case-sensitive.","Read two equal-length strings S and T. Print a binary string R where R[i] is '1' if S[i] equals T[i] and '0' otherwise.","Line 1: the string S.
Line 2: the string T.","length of S and T: 1-100, always equal
both strings contain English letters only","abcde
abxde","11011","abcde
abxde","11011","a
a","1","a
b","0","aaaa
aaaa","1111","abcd
wxyz","0000","AbCd
abcd","0101","hello
hallo","10111","xyzxyz
xyzxyz","111111"
"B-030-4","Stronger of Each Pair","Bronze","Arrays","Two equal-length lists are compared position by position, and at each index the larger of the two values is kept. When the two values are equal, that shared value is kept.","Read two lists H1 and H2 of N positive integers each and print the list M where M[i] = max(H1[i], H2[i]).","Line 1: N.
Line 2: N space-separated integers (list H1).
Line 3: N space-separated integers (list H2).","N: 1-100
values: 1-10000","4
3 9 2 7
5 1 2 8","5 9 2 8","4
3 9 2 7
5 1 2 8","5 9 2 8","1
1
1","1","1
1
10000","10000","3
5 5 5
5 5 5","5 5 5","4
1 2 3 4
4 3 2 1","4 3 3 4","5
10000 1 10000 1 10000
1 10000 1 10000 1","10000 10000 10000 10000 10000","8
1 1 1 1 1 1 1 1
2 2 2 2 2 2 2 2","2 2 2 2 2 2 2 2","2
9999 10000
10000 9999","10000 10000"
"B-030-5","Zip Two Strings","Bronze","Strings","Two equal-length strings are woven together character by character: the first character of one, then the first of the other, then the second of each, and so on. The result is twice as long as either input.","Read two equal-length strings A and B and print the interleaved string A[1]B[1]A[2]B[2]...A[N]B[N].","Line 1: the string A.
Line 2: the string B.","length of A and B: 1-100, always equal
both strings contain English letters only","abc
xyz","axbycz","abc
xyz","axbycz","a
b","ab","aa
bb","abab","abcd
wxyz","awbxcydz","aaaa
aaaa","aaaaaaaa","hello
world","hweolrllod","AB
ab","AaBb","byte
blit","bbyltiet"
