"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output","test9_input","test9_output","test10_input","test10_output","test11_input","test11_output","test12_input","test12_output"
"D-022-3","Kth Pair Distance Checkpoint","Diamond","Binary Search","The distance of an unordered pair is the absolute difference of its values. Sort all pair distances with repeats included.","Print the Kth smallest pair distance. Treat each input as one independent scenario.","Line 1: N K.
Line 2: N integers.","2 <= N <= 200000
1 <= K <= N(N-1)/2
values: -10^9 to 10^9","3 1
1 3 1","0","3 1
1 3 1","0","3 2
1 1 1","0","3 3
1 6 1","5","2 1
1 2","1","3 2
1 4 7","3","4 4
0 5 10 15","10","4 5
2 2 3 3","1","6 7
10 1 2 7 1 3","3","2 1
-2 -4","2","3 3
3 -9 -5","12","4 6
-1 -1 -3 2","5","6 3
-3 9 5 8 5 6","1"
"D-022-4","Kth Pair Distance Tracker","Diamond","Binary Search","The distance of an unordered pair is the absolute difference of its values. Sort all pair distances with repeats included.","Print the Kth smallest pair distance. Keep the input and output format exact.","Line 1: N K.
Line 2: N integers.","2 <= N <= 200000
1 <= K <= N(N-1)/2
values: -10^9 to 10^9","3 1
1 3 1","0","3 1
1 3 1","0","3 2
1 1 1","0","3 3
1 6 1","5","2 1
1 2","1","3 2
1 4 7","3","4 4
0 5 10 15","10","4 5
2 2 3 3","1","6 7
10 1 2 7 1 3","3","2 1
6 7","1","3 3
-8 -5 -5","3","4 4
9 8 1 5","4","6 5
-8 -1 5 5 -9 6","6"
"D-022-5","Kth Pair Distance Verifier","Diamond","Binary Search","The distance of an unordered pair is the absolute difference of its values. Sort all pair distances with repeats included.","Print the Kth smallest pair distance. Use the same definition for all tests.","Line 1: N K.
Line 2: N integers.","2 <= N <= 200000
1 <= K <= N(N-1)/2
values: -10^9 to 10^9","3 1
1 3 1","0","3 1
1 3 1","0","3 2
1 1 1","0","3 3
1 6 1","5","2 1
1 2","1","3 2
1 4 7","3","4 4
0 5 10 15","10","4 5
2 2 3 3","1","6 7
10 1 2 7 1 3","3","2 1
-8 2","10","3 3
-7 -3 1","8","4 3
9 2 2 1","1","6 8
5 1 1 -4 -2 -4","4"
"D-023-1","Divisible Sum Range Count","Diamond","Hash Maps","A subarray sum is divisible by K when dividing it by K leaves remainder zero. Negative sums follow the same divisibility rule.","Count non-empty subarrays whose sum is divisible by K. Follow every stated tie rule.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
1 <= K <= 10^9
values: -10^9 to 10^9
count may require 64-bit","1 1
1","1","1 1
1","1","6 5
4 5 0 -2 -3 1","7","1 9
5","0","3 3
0 0 0","6","3 2
-1 2 9","2","4 2
2 2 2 2","10","3 3
1 2 3","3","4 7
7 -7 7 -7","10","1 3
-3","1","3 3
2 7 5","2","4 4
-7 7 -4 -4","6","6 2
0 -4 6 -8 -2 -6","21"
"D-023-2","Divisible Sum Range Count Planner","Diamond","Hash Maps","A subarray sum is divisible by K when dividing it by K leaves remainder zero. Negative sums follow the same divisibility rule.","Count non-empty subarrays whose sum is divisible by K. Print only the required result.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
1 <= K <= 10^9
values: -10^9 to 10^9
count may require 64-bit","1 1
1","1","1 1
1","1","6 5
4 5 0 -2 -3 1","7","1 9
5","0","3 3
0 0 0","6","3 2
-1 2 9","2","4 2
2 2 2 2","10","3 3
1 2 3","3","4 7
7 -7 7 -7","10","1 1
-3","1","3 1
7 0 5","6","4 3
2 7 1 5","3","6 2
-3 -2 4 -3 -3 0","11"
"D-023-3","Divisible Sum Range Count Checkpoint","Diamond","Hash Maps","A subarray sum is divisible by K when dividing it by K leaves remainder zero. Negative sums follow the same divisibility rule.","Count non-empty subarrays whose sum is divisible by K. Treat each input as one independent scenario.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
1 <= K <= 10^9
values: -10^9 to 10^9
count may require 64-bit","1 1
1","1","1 1
1","1","6 5
4 5 0 -2 -3 1","7","1 9
5","0","3 3
0 0 0","6","3 2
-1 2 9","2","4 2
2 2 2 2","10","3 3
1 2 3","3","4 7
7 -7 7 -7","10","1 6
-3","0","3 2
1 0 2","3","4 3
8 -8 -5 -5","2","6 6
-8 7 4 8 -7 1","4"
"D-023-4","Divisible Sum Range Count Tracker","Diamond","Hash Maps","A subarray sum is divisible by K when dividing it by K leaves remainder zero. Negative sums follow the same divisibility rule.","Count non-empty subarrays whose sum is divisible by K. Keep the input and output format exact.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
1 <= K <= 10^9
values: -10^9 to 10^9
count may require 64-bit","1 1
1","1","1 1
1","1","6 5
4 5 0 -2 -3 1","7","1 9
5","0","3 3
0 0 0","6","3 2
-1 2 9","2","4 2
2 2 2 2","10","3 3
1 2 3","3","4 7
7 -7 7 -7","10","1 5
-9","0","3 6
-9 -3 4","1","4 3
0 1 1 -7","2","6 5
4 9 9 -3 4 -7","2"
"D-023-5","Divisible Sum Range Count Verifier","Diamond","Hash Maps","A subarray sum is divisible by K when dividing it by K leaves remainder zero. Negative sums follow the same divisibility rule.","Count non-empty subarrays whose sum is divisible by K. Use the same definition for all tests.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
1 <= K <= 10^9
values: -10^9 to 10^9
count may require 64-bit","1 1
1","1","1 1
1","1","6 5
4 5 0 -2 -3 1","7","1 9
5","0","3 3
0 0 0","6","3 2
-1 2 9","2","4 2
2 2 2 2","10","3 3
1 2 3","3","4 7
7 -7 7 -7","10","1 3
4","0","3 2
-9 -6 5","2","4 6
5 3 -2 -1","2","6 1
8 6 1 -5 7 -2","21"
"D-024-1","Pairwise Coprime Subset Count","Diamond","Bit Manipulation","Two numbers are coprime when their greatest common divisor is 1. A chosen subset is valid only when every pair inside it is coprime.","Count all valid subsets, including the empty subset. Follow every stated tie rule.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 20
values: 1 to 10^6","1
2","2","1
2","2","2
2 3","4","2
2 4","3","3
2 3 5","8","3
6 10 15","4","3
1 1 1","8","4
2 3 4 5","12","3
6 35 10","5","1
16","2","2
5 10","3","3
14 3 20","6","4
26 22 23 26","8"
"D-024-2","Pairwise Coprime Subset Count Planner","Diamond","Bit Manipulation","Two numbers are coprime when their greatest common divisor is 1. A chosen subset is valid only when every pair inside it is coprime.","Count all valid subsets, including the empty subset. Print only the required result.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 20
values: 1 to 10^6","1
2","2","1
2","2","2
2 3","4","2
2 4","3","3
2 3 5","8","3
6 10 15","4","3
1 1 1","8","4
2 3 4 5","12","3
6 35 10","5","1
8","2","2
6 12","3","3
7 17 3","8","4
11 19 9 13","16"
"D-024-3","Pairwise Coprime Subset Count Checkpoint","Diamond","Bit Manipulation","Two numbers are coprime when their greatest common divisor is 1. A chosen subset is valid only when every pair inside it is coprime.","Count all valid subsets, including the empty subset. Treat each input as one independent scenario.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 20
values: 1 to 10^6","1
2","2","1
2","2","2
2 3","4","2
2 4","3","3
2 3 5","8","3
6 10 15","4","3
1 1 1","8","4
2 3 4 5","12","3
6 35 10","5","1
25","2","2
15 20","3","3
7 3 8","8","4
27 20 15 11","10"
"D-024-4","Pairwise Coprime Subset Count Tracker","Diamond","Bit Manipulation","Two numbers are coprime when their greatest common divisor is 1. A chosen subset is valid only when every pair inside it is coprime.","Count all valid subsets, including the empty subset. Keep the input and output format exact.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 20
values: 1 to 10^6","1
2","2","1
2","2","2
2 3","4","2
2 4","3","3
2 3 5","8","3
6 10 15","4","3
1 1 1","8","4
2 3 4 5","12","3
6 35 10","5","1
4","2","2
23 9","4","3
7 27 6","6","4
22 4 1 14","8"
"D-024-5","Pairwise Coprime Subset Count Verifier","Diamond","Bit Manipulation","Two numbers are coprime when their greatest common divisor is 1. A chosen subset is valid only when every pair inside it is coprime.","Count all valid subsets, including the empty subset. Use the same definition for all tests.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 20
values: 1 to 10^6","1
2","2","1
2","2","2
2 3","4","2
2 4","3","3
2 3 5","8","3
6 10 15","4","3
1 1 1","8","4
2 3 4 5","12","3
6 35 10","5","1
10","2","2
18 25","4","3
1 12 11","8","4
12 22 20 3","7"
"D-025-1","Monotone Grid Path Count","Diamond","Dynamic Programming","Start at the top-left cell and finish at the bottom-right cell. Move only right or down through 0 cells; a 1 cell is blocked.","Print the number of valid paths. Follow every stated tie rule.","Line 1: R C.
Next R lines: C characters 0 or 1.","1 <= R,C <= 30
answer fits signed 64-bit","1 1
0","1","1 1
0","1","2 2
00
00","2","2 2
01
00","1","2 2
00
01","0","3 3
000
000
000","6","3 3
010
000
000","3","3 3
001
010
000","1","3 3
000
111
000","0","2 2
00
10","1","3 3
000
011
000","1","3 4
0101
0000
0000","4","3 4
0000
0100
0100","3"
"D-025-2","Monotone Grid Path Count Planner","Diamond","Dynamic Programming","Start at the top-left cell and finish at the bottom-right cell. Move only right or down through 0 cells; a 1 cell is blocked.","Print the number of valid paths. Print only the required result.","Line 1: R C.
Next R lines: C characters 0 or 1.","1 <= R,C <= 30
answer fits signed 64-bit","1 1
0","1","1 1
0","1","2 2
00
00","2","2 2
01
00","1","2 2
00
01","0","3 3
000
000
000","6","3 3
010
000
000","3","3 3
001
010
000","1","3 3
000
111
000","0","2 2
00
10","1","3 3
000
000
100","5","3 4
0001
0000
0010","3","3 3
010
100
000","0"
"D-025-3","Monotone Grid Path Count Checkpoint","Diamond","Dynamic Programming","Start at the top-left cell and finish at the bottom-right cell. Move only right or down through 0 cells; a 1 cell is blocked.","Print the number of valid paths. Treat each input as one independent scenario.","Line 1: R C.
Next R lines: C characters 0 or 1.","1 <= R,C <= 30
answer fits signed 64-bit","1 1
0","1","1 1
0","1","2 2
00
00","2","2 2
01
00","1","2 2
00
01","0","3 3
000
000
000","6","3 3
010
000
000","3","3 3
001
010
000","1","3 3
000
111
000","0","3 3
000
000
010","3","3 4
0110
0000
0000","4","2 2
00
10","1","3 4
0010
0000
0000","7"
"D-025-4","Monotone Grid Path Count Tracker","Diamond","Dynamic Programming","Start at the top-left cell and finish at the bottom-right cell. Move only right or down through 0 cells; a 1 cell is blocked.","Print the number of valid paths. Keep the input and output format exact.","Line 1: R C.
Next R lines: C characters 0 or 1.","1 <= R,C <= 30
answer fits signed 64-bit","1 1
0","1","1 1
0","1","2 2
00
00","2","2 2
01
00","1","2 2
00
01","0","3 3
000
000
000","6","3 3
010
000
000","3","3 3
001
010
000","1","3 3
000
111
000","0","2 2
01
10","0","3 3
010
001
010","0","3 4
0010
0000
0000","7","2 2
00
10","1"
"D-025-5","Monotone Grid Path Count Verifier","Diamond","Dynamic Programming","Start at the top-left cell and finish at the bottom-right cell. Move only right or down through 0 cells; a 1 cell is blocked.","Print the number of valid paths. Use the same definition for all tests.","Line 1: R C.
Next R lines: C characters 0 or 1.","1 <= R,C <= 30
answer fits signed 64-bit","1 1
0","1","1 1
0","1","2 2
00
00","2","2 2
01
00","1","2 2
00
01","0","3 3
000
000
000","6","3 3
010
000
000","3","3 3
001
010
000","1","3 3
000
111
000","0","3 3
010
101
010","0","3 4
0000
0010
0000","4","3 3
000
100
000","3","3 4
0000
0110
0110","1"
"D-026-1","Distinct Subarray OR Count","Diamond","Bit Manipulation","Bitwise OR keeps a bit when any value has that bit. A subarray is a non-empty consecutive segment.","Print the number of distinct bitwise OR values across all subarrays. Follow every stated tie rule.","Line 1: N.
Line 2: N non-negative integers.","1 <= N <= 200000
values: 0 to 2^30 - 1","1
1","1","1
1","1","2
1 2","3","3
1 1 2","3","2
0 0","1","3
1 2 4","6","2
3 7","2","3
5 1 2","5","4
8 4 2 1","10","1
2","1","2
9 7","3","4
6 12 12 0","4","6
2 14 9 0 2 5","8"
"D-026-2","Distinct Subarray OR Count Planner","Diamond","Bit Manipulation","Bitwise OR keeps a bit when any value has that bit. A subarray is a non-empty consecutive segment.","Print the number of distinct bitwise OR values across all subarrays. Print only the required result.","Line 1: N.
Line 2: N non-negative integers.","1 <= N <= 200000
values: 0 to 2^30 - 1","1
1","1","1
1","1","2
1 2","3","3
1 1 2","3","2
0 0","1","3
1 2 4","6","2
3 7","2","3
5 1 2","5","4
8 4 2 1","10","1
13","1","2
2 5","3","4
8 6 11 2","6","6
12 0 3 15 0 14","5"
"D-026-3","Distinct Subarray OR Count Checkpoint","Diamond","Bit Manipulation","Bitwise OR keeps a bit when any value has that bit. A subarray is a non-empty consecutive segment.","Print the number of distinct bitwise OR values across all subarrays. Treat each input as one independent scenario.","Line 1: N.
Line 2: N non-negative integers.","1 <= N <= 200000
values: 0 to 2^30 - 1","1
1","1","1
1","1","2
1 2","3","3
1 1 2","3","2
0 0","1","3
1 2 4","6","2
3 7","2","3
5 1 2","5","4
8 4 2 1","10","1
10","1","2
6 0","2","4
3 12 12 10","5","6
10 4 13 12 2 10","7"
"D-026-4","Distinct Subarray OR Count Tracker","Diamond","Bit Manipulation","Bitwise OR keeps a bit when any value has that bit. A subarray is a non-empty consecutive segment.","Print the number of distinct bitwise OR values across all subarrays. Keep the input and output format exact.","Line 1: N.
Line 2: N non-negative integers.","1 <= N <= 200000
values: 0 to 2^30 - 1","1
1","1","1
1","1","2
1 2","3","3
1 1 2","3","2
0 0","1","3
1 2 4","6","2
3 7","2","3
5 1 2","5","4
8 4 2 1","10","1
11","1","2
7 4","2","4
14 7 3 6","5","6
0 10 12 5 5 12","7"
"D-026-5","Distinct Subarray OR Count Verifier","Diamond","Bit Manipulation","Bitwise OR keeps a bit when any value has that bit. A subarray is a non-empty consecutive segment.","Print the number of distinct bitwise OR values across all subarrays. Use the same definition for all tests.","Line 1: N.
Line 2: N non-negative integers.","1 <= N <= 200000
values: 0 to 2^30 - 1","1
1","1","1
1","1","2
1 2","3","3
1 1 2","3","2
0 0","1","3
1 2 4","6","2
3 7","2","3
5 1 2","5","4
8 4 2 1","10","1
4","1","2
8 3","3","4
15 4 3 5","5","6
13 11 15 5 0 4","6"
"D-027-1","Nim Winner","Diamond","Game Theory","Players alternate reducing exactly one heap by any positive amount. A player who takes the last object wins.","Print FIRST if the first player has a winning strategy; otherwise print SECOND. Follow every stated tie rule.","Line 1: N.
Line 2: N non-negative heap sizes.","1 <= N <= 200000
heap sizes: 0 to 10^9","1
1","FIRST","1
1","FIRST","2
1 1","SECOND","3
1 2 3","SECOND","2
4 4","SECOND","3
7 3 5","FIRST","1
0","SECOND","2
0 0","SECOND","3
10 20 30","SECOND","1
9","FIRST","2
9 9","SECOND","3
9 2 9","FIRST","5
9 5 6 1 8","FIRST"
"D-027-2","Nim Winner Planner","Diamond","Game Theory","Players alternate reducing exactly one heap by any positive amount. A player who takes the last object wins.","Print FIRST if the first player has a winning strategy; otherwise print SECOND. Print only the required result.","Line 1: N.
Line 2: N non-negative heap sizes.","1 <= N <= 200000
heap sizes: 0 to 10^9","1
1","FIRST","1
1","FIRST","2
1 1","SECOND","3
1 2 3","SECOND","2
4 4","SECOND","3
7 3 5","FIRST","1
0","SECOND","2
0 0","SECOND","3
10 20 30","SECOND","1
5","FIRST","2
6 8","FIRST","3
4 7 7","FIRST","5
1 5 2 2 1","FIRST"
"D-027-3","Nim Winner Checkpoint","Diamond","Game Theory","Players alternate reducing exactly one heap by any positive amount. A player who takes the last object wins.","Print FIRST if the first player has a winning strategy; otherwise print SECOND. Treat each input as one independent scenario.","Line 1: N.
Line 2: N non-negative heap sizes.","1 <= N <= 200000
heap sizes: 0 to 10^9","1
1","FIRST","1
1","FIRST","2
1 1","SECOND","3
1 2 3","SECOND","2
4 4","SECOND","3
7 3 5","FIRST","1
0","SECOND","2
0 0","SECOND","3
10 20 30","SECOND","1
9","FIRST","2
2 1","FIRST","3
0 5 9","FIRST","5
9 3 0 2 4","FIRST"
"D-027-4","Nim Winner Tracker","Diamond","Game Theory","Players alternate reducing exactly one heap by any positive amount. A player who takes the last object wins.","Print FIRST if the first player has a winning strategy; otherwise print SECOND. Keep the input and output format exact.","Line 1: N.
Line 2: N non-negative heap sizes.","1 <= N <= 200000
heap sizes: 0 to 10^9","1
1","FIRST","1
1","FIRST","2
1 1","SECOND","3
1 2 3","SECOND","2
4 4","SECOND","3
7 3 5","FIRST","1
0","SECOND","2
0 0","SECOND","3
10 20 30","SECOND","1
3","FIRST","2
7 5","FIRST","3
4 7 3","SECOND","5
6 9 4 1 8","FIRST"
"D-027-5","Nim Winner Verifier","Diamond","Game Theory","Players alternate reducing exactly one heap by any positive amount. A player who takes the last object wins.","Print FIRST if the first player has a winning strategy; otherwise print SECOND. Use the same definition for all tests.","Line 1: N.
Line 2: N non-negative heap sizes.","1 <= N <= 200000
heap sizes: 0 to 10^9","1
1","FIRST","1
1","FIRST","2
1 1","SECOND","3
1 2 3","SECOND","2
4 4","SECOND","3
7 3 5","FIRST","1
0","SECOND","2
0 0","SECOND","3
10 20 30","SECOND","2
5 2","FIRST","3
7 3 1","FIRST","5
8 2 7 2 3","FIRST","1
2","FIRST"
"D-028-1","Tiny Traveling Path","Diamond","Dynamic Programming","Start at node 1 and visit every other node exactly once; you do not need to return to node 1. Edge costs are given by a full cost matrix.","Print the minimum path cost. Follow every stated tie rule.","Line 1: N.
Next N lines: N space-separated cost values.","1 <= N <= 12
costs: 0 to 10^9
use 64-bit totals","1
0","0","1
0","0","2
0 5
5 0","5","3
0 1 5
1 0 2
5 2 0","3","4
0 10 15 20
10 0 35 25
15 35 0 30
20 25 30 0","65","3
0 1 2
1 0 1
2 1 0","2","4
0 3 4 2
3 0 4 6
4 4 0 5
2 6 5 0","11","3
0 7 3
7 0 2
3 2 0","5","4
0 2 9 10
2 0 6 4
9 6 0 8
10 4 8 0","14","2
0 14
14 0","14","3
0 19 9
19 0 3
9 3 0","12","4
0 6 15 10
6 0 7 16
15 7 0 19
10 16 19 0","32","3
0 6 0
6 0 11
0 11 0","11"
"D-028-2","Tiny Traveling Path Planner","Diamond","Dynamic Programming","Start at node 1 and visit every other node exactly once; you do not need to return to node 1. Edge costs are given by a full cost matrix.","Print the minimum path cost. Print only the required result.","Line 1: N.
Next N lines: N space-separated cost values.","1 <= N <= 12
costs: 0 to 10^9
use 64-bit totals","1
0","0","1
0","0","2
0 5
5 0","5","3
0 1 5
1 0 2
5 2 0","3","4
0 10 15 20
10 0 35 25
15 35 0 30
20 25 30 0","65","3
0 1 2
1 0 1
2 1 0","2","4
0 3 4 2
3 0 4 6
4 4 0 5
2 6 5 0","11","3
0 7 3
7 0 2
3 2 0","5","4
0 2 9 10
2 0 6 4
9 6 0 8
10 4 8 0","14","2
0 12
12 0","12","3
0 17 12
17 0 18
12 18 0","30","4
0 15 12 5
15 0 10 2
12 10 0 17
5 2 17 0","17","2
0 13
13 0","13"
"D-028-3","Tiny Traveling Path Checkpoint","Diamond","Dynamic Programming","Start at node 1 and visit every other node exactly once; you do not need to return to node 1. Edge costs are given by a full cost matrix.","Print the minimum path cost. Treat each input as one independent scenario.","Line 1: N.
Next N lines: N space-separated cost values.","1 <= N <= 12
costs: 0 to 10^9
use 64-bit totals","1
0","0","1
0","0","2
0 5
5 0","5","3
0 1 5
1 0 2
5 2 0","3","4
0 10 15 20
10 0 35 25
15 35 0 30
20 25 30 0","65","3
0 1 2
1 0 1
2 1 0","2","4
0 3 4 2
3 0 4 6
4 4 0 5
2 6 5 0","11","3
0 7 3
7 0 2
3 2 0","5","4
0 2 9 10
2 0 6 4
9 6 0 8
10 4 8 0","14","2
0 1
1 0","1","3
0 6 20
6 0 18
20 18 0","24","4
0 1 12 5
1 0 16 2
12 16 0 14
5 2 14 0","17","2
0 3
3 0","3"
"D-028-4","Tiny Traveling Path Tracker","Diamond","Dynamic Programming","Start at node 1 and visit every other node exactly once; you do not need to return to node 1. Edge costs are given by a full cost matrix.","Print the minimum path cost. Keep the input and output format exact.","Line 1: N.
Next N lines: N space-separated cost values.","1 <= N <= 12
costs: 0 to 10^9
use 64-bit totals","1
0","0","1
0","0","2
0 5
5 0","5","3
0 1 5
1 0 2
5 2 0","3","4
0 10 15 20
10 0 35 25
15 35 0 30
20 25 30 0","65","3
0 1 2
1 0 1
2 1 0","2","4
0 3 4 2
3 0 4 6
4 4 0 5
2 6 5 0","11","3
0 7 3
7 0 2
3 2 0","5","4
0 2 9 10
2 0 6 4
9 6 0 8
10 4 8 0","14","2
0 6
6 0","6","3
0 15 5
15 0 9
5 9 0","14","4
0 19 1 18
19 0 2 13
1 2 0 7
18 13 7 0","16","2
0 20
20 0","20"
"D-028-5","Tiny Traveling Path Verifier","Diamond","Dynamic Programming","Start at node 1 and visit every other node exactly once; you do not need to return to node 1. Edge costs are given by a full cost matrix.","Print the minimum path cost. Use the same definition for all tests.","Line 1: N.
Next N lines: N space-separated cost values.","1 <= N <= 12
costs: 0 to 10^9
use 64-bit totals","1
0","0","1
0","0","2
0 5
5 0","5","3
0 1 5
1 0 2
5 2 0","3","4
0 10 15 20
10 0 35 25
15 35 0 30
20 25 30 0","65","3
0 1 2
1 0 1
2 1 0","2","4
0 3 4 2
3 0 4 6
4 4 0 5
2 6 5 0","11","3
0 7 3
7 0 2
3 2 0","5","4
0 2 9 10
2 0 6 4
9 6 0 8
10 4 8 0","14","2
0 1
1 0","1","3
0 5 3
5 0 6
3 6 0","9","4
0 20 4 18
20 0 9 6
4 9 0 0
18 6 0 0","10","2
0 6
6 0","6"
"D-029-1","Network Broadcast Delay","Diamond","Dijkstra","A signal starts at one node and travels through directed edges with nonnegative delays. A node receives the signal at its shortest travel time.","Print the time until every node receives the signal, or -1 if any node is unreachable. Follow every stated tie rule.","Line 1: N M S.
Next M lines: from to delay.","1 <= N <= 200000
0 <= M <= 300000
delay: 0 to 10^9","1 0 1
","0","1 0 1
","0","2 1 1
1 2 5","5","3 2 1
1 2 1
2 3 2","3","3 1 1
1 2 1","-1","4 3 1
1 2 5
1 3 1
3 4 1","5","3 2 2
2 1 2
2 3 2","2","4 4 1
1 2 1
2 3 1
3 4 1
1 4 10","3","3 2 1
1 2 0
2 3 0","0","1 3 1
1 1 7
1 1 8
1 1 7","0","2 2 2
1 2 2
2 1 8","8","4 0 4","-1","6 4 1
2 1 6
1 1 9
1 5 7
6 1 0","-1"
"D-029-2","Network Broadcast Delay Planner","Diamond","Dijkstra","A signal starts at one node and travels through directed edges with nonnegative delays. A node receives the signal at its shortest travel time.","Print the time until every node receives the signal, or -1 if any node is unreachable. Print only the required result.","Line 1: N M S.
Next M lines: from to delay.","1 <= N <= 200000
0 <= M <= 300000
delay: 0 to 10^9","1 0 1
","0","1 0 1
","0","2 1 1
1 2 5","5","3 2 1
1 2 1
2 3 2","3","3 1 1
1 2 1","-1","4 3 1
1 2 5
1 3 1
3 4 1","5","3 2 2
2 1 2
2 3 2","2","4 4 1
1 2 1
2 3 1
3 4 1
1 4 10","3","3 2 1
1 2 0
2 3 0","0","1 5 1
1 1 9
1 1 3
1 1 5
1 1 8
1 1 8","0","2 1 1
2 1 6","-1","4 1 2
3 4 3","-1","6 2 4
6 2 0
3 1 3","-1"
"D-029-3","Network Broadcast Delay Checkpoint","Diamond","Dijkstra","A signal starts at one node and travels through directed edges with nonnegative delays. A node receives the signal at its shortest travel time.","Print the time until every node receives the signal, or -1 if any node is unreachable. Treat each input as one independent scenario.","Line 1: N M S.
Next M lines: from to delay.","1 <= N <= 200000
0 <= M <= 300000
delay: 0 to 10^9","1 0 1
","0","1 0 1
","0","2 1 1
1 2 5","5","3 2 1
1 2 1
2 3 2","3","3 1 1
1 2 1","-1","4 3 1
1 2 5
1 3 1
3 4 1","5","3 2 2
2 1 2
2 3 2","2","4 4 1
1 2 1
2 3 1
3 4 1
1 4 10","3","3 2 1
1 2 0
2 3 0","0","1 2 1
1 1 5
1 1 2","0","2 4 2
1 2 7
1 1 8
1 1 6
2 2 5","-1","4 0 4","-1","6 1 2
5 5 7","-1"
"D-029-4","Network Broadcast Delay Tracker","Diamond","Dijkstra","A signal starts at one node and travels through directed edges with nonnegative delays. A node receives the signal at its shortest travel time.","Print the time until every node receives the signal, or -1 if any node is unreachable. Keep the input and output format exact.","Line 1: N M S.
Next M lines: from to delay.","1 <= N <= 200000
0 <= M <= 300000
delay: 0 to 10^9","1 0 1
","0","1 0 1
","0","2 1 1
1 2 5","5","3 2 1
1 2 1
2 3 2","3","3 1 1
1 2 1","-1","4 3 1
1 2 5
1 3 1
3 4 1","5","3 2 2
2 1 2
2 3 2","2","4 4 1
1 2 1
2 3 1
3 4 1
1 4 10","3","3 2 1
1 2 0
2 3 0","0","1 2 1
1 1 0
1 1 8","0","2 5 2
2 2 8
2 2 5
2 1 4
1 2 0
2 1 2","2","4 1 2
2 4 7","-1","6 4 4
3 3 0
3 5 1
4 1 1
6 2 6","-1"
"D-029-5","Network Broadcast Delay Verifier","Diamond","Dijkstra","A signal starts at one node and travels through directed edges with nonnegative delays. A node receives the signal at its shortest travel time.","Print the time until every node receives the signal, or -1 if any node is unreachable. Use the same definition for all tests.","Line 1: N M S.
Next M lines: from to delay.","1 <= N <= 200000
0 <= M <= 300000
delay: 0 to 10^9","1 0 1
","0","1 0 1
","0","2 1 1
1 2 5","5","3 2 1
1 2 1
2 3 2","3","3 1 1
1 2 1","-1","4 3 1
1 2 5
1 3 1
3 4 1","5","3 2 2
2 1 2
2 3 2","2","4 4 1
1 2 1
2 3 1
3 4 1
1 4 10","3","3 2 1
1 2 0
2 3 0","0","2 2 1
2 2 0
2 1 2","-1","4 0 3","-1","6 4 1
6 3 7
5 4 9
3 5 0
6 2 9","-1","2 1 1
2 2 1","-1"
"D-030-1","Best Nonadjacent Tree Value","Diamond","Dynamic Programming","Choose tree nodes with weights, but never choose two nodes joined by an edge. The total value is the sum of chosen weights.","Print the maximum total selectable weight. Follow every stated tie rule.","Line 1: N.
Line 2: N node weights.
Next N-1 lines: tree edges.","1 <= N <= 200000
weights: 0 to 10^9
use 64-bit totals","1
5
","5","1
5
","5","2
5 6
1 2","6","3
1 10 1
1 2
2 3","10","4
10 5 5 5
1 2
1 3
1 4","15","4
4 5 4 5
1 2
2 3
3 4","10","5
1 5 4 10 2
1 2
2 3
2 4
4 5","15","3
0 7 8
1 2
1 3","15","5
3 2 10 1 1
1 2
1 3
3 4
3 5","12","2
5 3
1 2","5","4
8 3 2 8
1 2
2 3
3 4","16","6
0 0 9 2 0 6
1 2
2 3
1 4
4 5
5 6","17","1
9","9"
"D-030-2","Best Nonadjacent Tree Value Planner","Diamond","Dynamic Programming","Choose tree nodes with weights, but never choose two nodes joined by an edge. The total value is the sum of chosen weights.","Print the maximum total selectable weight. Print only the required result.","Line 1: N.
Line 2: N node weights.
Next N-1 lines: tree edges.","1 <= N <= 200000
weights: 0 to 10^9
use 64-bit totals","1
5
","5","1
5
","5","2
5 6
1 2","6","3
1 10 1
1 2
2 3","10","4
10 5 5 5
1 2
1 3
1 4","15","4
4 5 4 5
1 2
2 3
3 4","10","5
1 5 4 10 2
1 2
2 3
2 4
4 5","15","3
0 7 8
1 2
1 3","15","5
3 2 10 1 1
1 2
1 3
3 4
3 5","12","1
6","6","2
9 7
1 2","9","4
3 0 4 9
1 2
1 3
3 4","12","6
8 0 5 6 9 0
1 2
2 3
1 4
1 5
2 6","20"
